arr_city,dep_city ,number
台湾,深圳,1664
天津,北京,41675
天津,重庆,31113
天津,哈尔滨,23882
石家庄,保定,26768
石家庄,邢台,25013
石家庄,北京,23486
唐山,天津,18442
唐山,北京,12232
唐山,秦皇岛,11856
秦皇岛,哈尔滨,12141
秦皇岛,长春,10797
秦皇岛,唐山,9928
邯郸,北京,19783
邯郸,石家庄,18010
邯郸,邢台,14365
邢台,石家庄,27995
邢台,邯郸,15511
邢台,北京,11417
保定,北京,42165
保定,石家庄,32063
保定,廊坊,11449
张家口,北京,17633
张家口,石家庄,4031
张家口,大同,3610
承德,北京,11022
承德,唐山,4305
承德,石家庄,3348
沧州,天津,15790
沧州,北京,11269
沧州,石家庄,10662
廊坊,北京,74466
廊坊,天津,22759
廊坊,保定,10811
衡水,石家庄,12019
衡水,北京,7418
衡水,沧州,7410
太原,晋中,37894
太原,吕梁,17657
太原,上海,13787
大同,朔州,8620
大同,太原,8249
大同,北京,4042
阳泉,太原,4899
阳泉,晋中,3906
阳泉,石家庄,2479
长治,太原,9453
长治,晋城,5127
长治,晋中,3984
晋城,太原,4772
晋城,长治,4471
晋城,郑州,2004
朔州,大同,9364
朔州,太原,4781
朔州,忻州,2833
晋中,太原,39901
晋中,吕梁,7008
晋中,阳泉,4517
运城,太原,9685
运城,临汾,9536
运城,北京,5544
忻州,太原,15712
忻州,榆林,4249
忻州,哈尔滨,3240
临汾,太原,12129
临汾,运城,9163
临汾,晋中,5134
吕梁,太原,22350
吕梁,晋中,7570
吕梁,榆林,4339
呼和浩特,包头,14913
呼和浩特,乌兰察布,12778
呼和浩特,上海,11148
包头,呼和浩特,17094
包头,鄂尔多斯,7497
包头,上海,7355
乌海,鄂尔多斯,5713
乌海,呼和浩特,3176
乌海,阿拉善盟,2015
赤峰,呼和浩特,16160
赤峰,朝阳,4529
赤峰,通辽,4151
通辽,呼和浩特,10001
通辽,赤峰,7846
通辽,沈阳,4849
鄂尔多斯,呼和浩特,12655
鄂尔多斯,榆林,10718
鄂尔多斯,包头,8555
呼伦贝尔,呼和浩特,16231
呼伦贝尔,齐齐哈尔,5418
呼伦贝尔,天津,5273
巴彦淖尔,呼和浩特,10420
巴彦淖尔,包头,7156
巴彦淖尔,鄂尔多斯,3118
乌兰察布,呼和浩特,18274
乌兰察布,包头,5798
乌兰察布,大同,2600
兴安盟,呼和浩特,4402
兴安盟,白城,3134
兴安盟,通辽,2323
锡盟,呼和浩特,6925
锡盟,赤峰,3120
锡盟,乌兰察布,2309
阿拉善盟,乌海,2389
阿拉善盟,北京,1761
阿拉善盟,银川,1411
沈阳,上海,31524
沈阳,武汉,23700
沈阳,大连,22949
大连,沈阳,19466
大连,上海,9074
大连,西安,8288
鞍山,沈阳,12950
鞍山,大连,8445
鞍山,辽阳,8348
抚顺,沈阳,14102
抚顺,大连,2898
抚顺,上海,2619
本溪,沈阳,7431
本溪,丹东,2342
本溪,大连,2135
丹东,沈阳,7773
丹东,大连,5467
丹东,本溪,2112
锦州,沈阳,13036
锦州,葫芦岛,6361
锦州,长春,5631
营口,大连,10697
营口,沈阳,8119
营口,鞍山,4703
阜新,沈阳,7034
阜新,锦州,2906
阜新,通辽,1826
辽阳,沈阳,10732
辽阳,鞍山,7922
辽阳,大连,3566
盘锦,沈阳,6176
盘锦,锦州,5388
盘锦,大连,3912
铁岭,沈阳,16778
铁岭,大连,5256
铁岭,四平,3479
朝阳,沈阳,11091
朝阳,赤峰,3672
朝阳,锦州,2996
葫芦岛,沈阳,12645
葫芦岛,哈尔滨,8520
葫芦岛,锦州,6583
长春,上海,52652
长春,南京,23397
长春,四平,21600
吉林,长春,20677
吉林,上海,14979
吉林,南京,4549
四平,长春,24552
四平,北京,4171
四平,铁岭,3934
辽源,长春,4407
辽源,通化,2693
辽源,四平,1408
通化,长春,8152
通化,吉林,2919
通化,辽源,2409
白山,长春,5184
白山,通化,2095
白山,上海,1095
白城,长春,9175
白城,松原,3060
白城,兴安盟,3056
松原,长春,16147
松原,白城,3134
松原,吉林,2527
延边,长春,10412
延边,上海,7448
延边,吉林,3778
哈尔滨,北京,36502
哈尔滨,绥化,18979
哈尔滨,天津,15464
齐齐哈尔,哈尔滨,18446
齐齐哈尔,呼伦贝尔,5785
齐齐哈尔,大庆,5443
牡丹江,哈尔滨,15534
牡丹江,北京,4722
牡丹江,青岛,3681
佳木斯,哈尔滨,15185
佳木斯,北京,7405
佳木斯,双鸭山,5256
大庆,哈尔滨,15475
大庆,绥化,9363
大庆,北京,5419
伊春,哈尔滨,6367
伊春,北京,2580
伊春,绥化,1601
鸡西,哈尔滨,4911
鸡西,北京,4679
鸡西,牡丹江,3922
鹤岗,哈尔滨,4236
鹤岗,佳木斯,3174
鹤岗,北京,936
双鸭山,哈尔滨,6610
双鸭山,佳木斯,5499
双鸭山,北京,2714
七台河,哈尔滨,4211
七台河,北京,1214
七台河,佳木斯,1120
绥化,哈尔滨,29185
绥化,大庆,10189
绥化,齐齐哈尔,3935
黑河,哈尔滨,7586
黑河,齐齐哈尔,3209
黑河,北京,2735
大兴安岭,呼伦贝尔,1047
大兴安岭,哈尔滨,665
大兴安岭,黑河,359
上海,重庆,130402
上海,北京,118850
上海,深圳,112566
南京,成都,38809
南京,长春,31819
南京,镇江,29414
无锡,苏州,43775
无锡,常州,30877
无锡,长春,22728
徐州,宿州,14268
徐州,南京,10065
徐州,苏州,9705
常州,无锡,32402
常州,镇江,15349
常州,苏州,13261
苏州,上海,82081
苏州,无锡,43356
苏州,重庆,20496
南通,上海,16130
南通,苏州,13419
南通,重庆,9219
连云港,临沂,5680
连云港,盐城,4940
连云港,徐州,4847
淮安,南京,10026
淮安,宿迁,8708
淮安,苏州,5134
盐城,苏州,8666
盐城,泰州,8005
盐城,南通,7944
扬州,南京,10649
扬州,泰州,10264
扬州,成都,7247
镇江,南京,23533
镇江,常州,13494
镇江,苏州,6600
泰州,扬州,10585
泰州,盐城,8762
泰州,无锡,8262
宿迁,徐州,11083
宿迁,淮安,7977
宿迁,南京,6417
杭州,北京,67196
杭州,嘉兴,40503
杭州,绍兴,36753
宁波,重庆,22678
宁波,北京,20368
宁波,贵阳,19001
温州,北京,29419
温州,贵阳,19456
温州,重庆,17866
绍兴,杭州,33078
绍兴,宁波,12229
绍兴,金华,7503
湖州,杭州,21277
湖州,苏州,7309
湖州,嘉兴,6298
嘉兴,杭州,36227
嘉兴,上海,23011
嘉兴,苏州,12872
金华,杭州,19418
金华,北京,11286
金华,绍兴,8115
衢州,杭州,7760
衢州,金华,7524
衢州,北京,3029
舟山,宁波,6596
舟山,上海,4345
舟山,北京,3420
台州,北京,10143
台州,重庆,9251
台州,宁波,8729
丽水,温州,6731
丽水,金华,4863
丽水,杭州,3791
合肥,六安,26853
合肥,北京,14893
合肥,成都,12878
芜湖,合肥,10189
芜湖,马鞍山,7744
芜湖,南京,4950
蚌埠,滁州,8426
蚌埠,合肥,7360
蚌埠,上海,5884
马鞍山,南京,11023
马鞍山,合肥,7564
马鞍山,芜湖,7336
宿州,徐州,13088
宿州,淮北,11052
宿州,苏州,5683
安庆,合肥,11639
安庆,池州,3651
安庆,上海,3510
淮南,合肥,9624
淮南,阜阳,4159
淮南,六安,2916
铜陵,合肥,2097
铜陵,芜湖,2019
铜陵,安庆,1801
黄山,合肥,2517
黄山,杭州,2241
黄山,北京,1644
宣城,芜湖,4220
宣城,成都,3428
宣城,湖州,3189
池州,合肥,3997
池州,安庆,3486
池州,上海,2391
滁州,南京,15012
滁州,合肥,8669
滁州,蚌埠,7951
淮北,宿州,11626
淮北,合肥,2531
淮北,亳州,2382
阜阳,合肥,12026
阜阳,亳州,9545
阜阳,北京,6671
六安,合肥,23098
六安,上海,4854
六安,苏州,4112
亳州,阜阳,8912
亳州,合肥,6306
亳州,商丘,3846
福州,天津,29439
福州,重庆,14528
福州,西安,14096
厦门,漳州,40614
厦门,泉州,37825
厦门,重庆,18059
漳州,厦门,32503
漳州,泉州,8071
漳州,昆明,6858
泉州,厦门,29523
泉州,福州,10943
泉州,重庆,8959
三明,福州,5415
三明,泉州,4497
三明,厦门,3438
莆田,福州,8933
莆田,泉州,8862
莆田,厦门,4470
南平,福州,7907
南平,北京,3907
南平,天津,2592
龙岩,厦门,7758
龙岩,昆明,4224
龙岩,漳州,3644
宁德,福州,11222
宁德,温州,4282
宁德,北京,3704
南昌,北京,39697
南昌,宜春,18371
南昌,九江,14834
九江,南昌,13269
九江,黄冈,3906
九江,深圳,3778
上饶,南昌,8607
上饶,北京,7640
上饶,金华,7141
抚州,南昌,8339
抚州,上海,2595
抚州,北京,2542
宜春,南昌,14424
宜春,金华,4870
宜春,新余,3777
吉安,南昌,6740
吉安,赣州,6175
吉安,深圳,3715
赣州,广州,8673
赣州,南昌,8249
赣州,深圳,7105
景德镇,上饶,4147
景德镇,南昌,2464
景德镇,北京,2003
萍乡,金华,2821
萍乡,长沙,2768
萍乡,宜春,2748
新余,宜春,3901
新余,金华,2567
新余,南昌,2506
鹰潭,上饶,3442
鹰潭,金华,2556
鹰潭,南昌,2391
济南,德州,23992
济南,成都,20875
济南,泰安,19649
青岛,潍坊,24721
青岛,烟台,22316
青岛,济南,19115
淄博,济南,14207
淄博,滨州,13905
淄博,潍坊,10990
枣庄,济宁,11290
枣庄,济南,6814
枣庄,临沂,5782
东营,滨州,7808
东营,潍坊,6965
东营,济南,5093
烟台,青岛,18674
烟台,威海,13520
烟台,济南,12141
潍坊,青岛,25139
潍坊,济南,18836
潍坊,淄博,9741
济宁,济南,17436
济宁,枣庄,13054
济宁,菏泽,12967
泰安,济南,20151
泰安,济宁,8098
泰安,临沂,5295
威海,烟台,12318
威海,济南,6411
威海,青岛,5560
日照,临沂,11130
日照,青岛,7565
日照,潍坊,4540
滨州,淄博,14322
滨州,济南,11038
滨州,东营,7725
德州,济南,23253
德州,哈尔滨,7840
德州,衡水,7505
聊城,济南,13094
聊城,濮阳,6158
聊城,哈尔滨,6062
临沂,济南,14487
临沂,青岛,10625
临沂,日照,10468
菏泽,济宁,14914
菏泽,济南,14759
菏泽,北京,7945
莱芜,济南,4721
莱芜,泰安,3635
莱芜,淄博,2348
郑州,开封,39831
郑州,广州,37867
郑州,新乡,34210
开封,郑州,32433
开封,商丘,6054
开封,新乡,3466
洛阳,郑州,21283
洛阳,三门峡,6241
洛阳,北京,6017
平顶山,郑州,12245
平顶山,许昌,6382
平顶山,洛阳,4373
安阳,郑州,11337
安阳,鹤壁,8040
安阳,北京,7915
鹤壁,安阳,8608
鹤壁,郑州,4440
鹤壁,新乡,3173
新乡,郑州,28189
新乡,安阳,8870
新乡,焦作,7443
焦作,郑州,15272
焦作,新乡,7052
焦作,洛阳,3104
濮阳,安阳,7479
濮阳,聊城,6392
濮阳,郑州,6030
许昌,郑州,19471
许昌,平顶山,6866
许昌,漯河,5540
漯河,郑州,6914
漯河,驻马店,5723
漯河,许昌,5016
三门峡,洛阳,6563
三门峡,酒泉,6331
三门峡,郑州,6016
商丘,郑州,18216
商丘,开封,6060
商丘,周口,5881
周口,郑州,21035
周口,北京,12733
周口,商丘,6604
驻马店,郑州,13140
驻马店,北京,9412
驻马店,广州,6658
南阳,郑州,13117
南阳,海口,5801
南阳,北京,5654
信阳,北京,14688
信阳,郑州,9820
信阳,驻马店,6068
济源,焦作,3104
济源,洛阳,2110
济源,郑州,1774
武汉,北京,57063
武汉,孝感,34580
武汉,广州,28176
黄石,武汉,9662
黄石,鄂州,8789
黄石,黄冈,4086
十堰,武汉,6553
十堰,襄阳,6348
十堰,上海,2397
荆州,武汉,11686
荆州,宜昌,4948
荆州,北京,4158
宜昌,武汉,9263
宜昌,荆州,5115
宜昌,北京,4501
襄阳,武汉,10785
襄阳,十堰,5769
襄阳,南阳,5075
鄂州,武汉,13012
鄂州,黄石,7327
鄂州,黄冈,3059
黄冈,武汉,21611
黄冈,深圳,3942
黄冈,北京,3795
孝感,武汉,29092
孝感,北京,5998
孝感,广州,3733
咸宁,武汉,12088
咸宁,北京,6915
咸宁,广州,4465
仙桃,武汉,5893
仙桃,广州,1631
仙桃,天门,1596
潜江,武汉,2970
潜江,荆州,2501
潜江,仙桃,1144
神农架,宜昌,559
神农架,十堰,207
神农架,襄阳,180
恩施州,武汉,7648
恩施州,重庆,7401
恩施州,宜昌,5259
天门,武汉,3216
天门,广州,2760
天门,荆门,1735
随州,武汉,6361
随州,襄阳,2886
随州,孝感,2477
长沙,北京,76323
长沙,岳阳,26360
长沙,湘潭,24434
株洲,长沙,22278
株洲,北京,8931
株洲,湘潭,6770
湘潭,长沙,22716
湘潭,金华,6739
湘潭,株洲,6391
衡阳,长沙,16054
衡阳,广州,15955
衡阳,北京,12507
邵阳,长沙,12729
邵阳,金华,7529
邵阳,广州,5906
岳阳,长沙,22492
岳阳,广州,10127
岳阳,北京,10045
常德,长沙,14077
常德,益阳,4050
常德,张家界,3452
张家界,长沙,4712
张家界,湘西,3389
张家界,常德,3168
益阳,长沙,17368
益阳,常德,3846
益阳,岳阳,3106
娄底,长沙,12011
娄底,金华,5543
娄底,邵阳,4340
郴州,广州,9549
郴州,长沙,7921
郴州,东莞,5694
永州,长沙,6739
永州,东莞,4817
永州,广州,4728
怀化,北京,13325
怀化,金华,12379
怀化,长沙,8284
湘西,长沙,6222
湘西,怀化,3924
湘西,张家界,3430
广州,佛山,172364
广州,上海,102692
广州,东莞,74445
深圳,东莞,159885
深圳,上海,134326
深圳,成都,97672
珠海,中山,50333
珠海,上海,20857
珠海,广州,14908
汕头,揭阳,19643
汕头,潮州,16563
汕头,广州,11906
佛山,广州,166091
佛山,中山,33123
佛山,肇庆,22805
韶关,广州,16148
韶关,深圳,5113
韶关,清远,4971
湛江,广州,18486
湛江,茂名,12525
湛江,佛山,4676
肇庆,佛山,22108
肇庆,广州,17228
肇庆,云浮,6647
江门,广州,18544
江门,佛山,18358
江门,中山,16300
茂名,广州,16136
茂名,湛江,14729
茂名,东莞,5659
惠州,深圳,70311
惠州,东莞,44167
惠州,广州,27537
梅州,广州,8689
梅州,深圳,5322
梅州,揭阳,3424
汕尾,深圳,9152
汕尾,广州,6951
汕尾,惠州,5867
河源,惠州,10839
河源,深圳,9071
河源,广州,7945
阳江,广州,8741
阳江,湛江,5510
阳江,茂名,5071
清远,广州,31647
清远,佛山,10435
清远,东莞,5573
东莞,深圳,157202
东莞,广州,77123
东莞,惠州,55649
中山,珠海,42606
中山,佛山,32649
中山,广州,26768
潮州,汕头,13682
潮州,广州,5560
潮州,揭阳,5528
揭阳,汕头,18890
揭阳,广州,10295
揭阳,深圳,7092
云浮,广州,7867
云浮,肇庆,6928
云浮,佛山,6505
南宁,南京,29152
南宁,杭州,22664
南宁,百色,17157
柳州,南宁,14974
柳州,来宾,11034
柳州,上海,10203
桂林,南宁,15349
桂林,上海,13729
桂林,太原,8332
梧州,南宁,8076
梧州,广州,4905
梧州,佛山,4410
北海,南宁,9322
北海,西安,6970
北海,咸阳,6235
防城港,南宁,8408
防城港,钦州,3930
防城港,北海,1804
钦州,南宁,15318
钦州,北海,5313
钦州,防城港,4547
贵港,南宁,16252
贵港,玉林,5828
贵港,佛山,5603
玉林,南宁,18457
玉林,贵港,5554
玉林,东莞,5199
百色,南宁,21959
百色,广州,3820
百色,黔西南,3156
贺州,桂林,4570
贺州,南宁,3441
贺州,佛山,3027
河池,南宁,16550
河池,柳州,6025
河池,百色,3243
来宾,柳州,11853
来宾,南宁,8039
来宾,贵港,2216
崇左,南宁,18963
崇左,百色,2007
崇左,郑州,1635
海口,武汉,12942
海口,三亚,12574
海口,成都,12183
三亚,成都,37897
三亚,武汉,21080
三亚,重庆,19036
儋州,海口,6915
儋州,临高县,1559
儋州,三亚,1193
五指山,海口,935
五指山,保亭,910
五指山,三亚,672
文昌,海口,9057
文昌,重庆,2205
文昌,成都,2193
琼海,海口,5657
琼海,三亚,2279
琼海,温州,2190
万宁,海口,5083
万宁,三亚,2915
万宁,琼海,1508
东方,海口,3438
东方,三亚,1464
东方,乐东,1017
定安县,海口,4845
定安县,琼海,975
定安县,屯昌县,558
屯昌县,海口,2482
屯昌县,琼中,652
屯昌县,定安县,570
澄迈县,海口,11455
澄迈县,临高县,925
澄迈县,重庆,872
临高县,海口,3795
临高县,儋州,1325
临高县,澄迈县,870
琼中,海口,1475
琼中,屯昌县,600
琼中,儋州,447
保亭,三亚,2546
保亭,五指山,762
保亭,海口,708
白沙,儋州,874
白沙,海口,835
白沙,昌江,449
昌江,海口,1972
昌江,东方,980
昌江,儋州,711
乐东,三亚,3886
乐东,海口,2758
乐东,武汉,1046
陵水,三亚,6050
陵水,成都,3097
陵水,海口,3086
重庆,北京,139071
重庆,上海,135953
重庆,天津,44760
成都,深圳,82911
成都,广州,66961
成都,南京,62326
绵阳,成都,26223
绵阳,北京,15346
绵阳,德阳,10364
自贡,成都,9540
自贡,内江,6429
自贡,宜宾,4570
攀枝花,凉山,5445
攀枝花,成都,3837
攀枝花,深圳,1708
泸州,成都,9409
泸州,重庆,9129
泸州,遵义,7931
德阳,成都,40949
德阳,绵阳,10494
德阳,北京,5204
广元,成都,9572
广元,北京,5555
广元,绵阳,4979
遂宁,成都,15704
遂宁,重庆,5545
遂宁,绵阳,4138
内江,成都,15507
内江,自贡,6616
内江,重庆,5627
乐山,成都,20131
乐山,眉山,7290
乐山,深圳,2521
资阳,成都,30173
资阳,重庆,4897
资阳,内江,4093
南充,成都,21640
南充,重庆,7362
南充,温州,7130
达州,成都,15523
达州,重庆,12720
达州,北京,5562
雅安,成都,12402
雅安,凉山,2640
雅安,甘孜,2461
甘孜,昌都,4097
甘孜,成都,3665
甘孜,雅安,1193
凉山,成都,12007
凉山,昭通,7193
凉山,攀枝花,5099
广安,重庆,16027
广安,成都,7644
广安,南充,4955
巴中,成都,8738
巴中,达州,3179
巴中,南充,2285
眉山,成都,33954
眉山,乐山,7715
眉山,深圳,2217
贵阳,温州,40270
贵阳,黔南,30687
贵阳,济南,28243
六盘水,贵阳,11510
六盘水,毕节,9016
六盘水,黔西南,4841
遵义,贵阳,31368
遵义,上海,23369
遵义,重庆,12494
铜仁,贵阳,14685
铜仁,遵义,4516
铜仁,怀化,4415
黔西南,贵阳,9302
黔西南,六盘水,4476
黔西南,安顺,4339
毕节,贵阳,34764
毕节,六盘水,11101
毕节,遵义,7122
安顺,贵阳,24765
安顺,杭州,5874
安顺,金华,5479
黔东南,贵阳,15699
黔东南,金华,9520
黔东南,黔南,8777
黔南,贵阳,31047
黔南,黔东南,9291
黔南,上海,8543
昆明,郑州,45555
昆明,曲靖,31162
昆明,深圳,28266
曲靖,昆明,37284
曲靖,六盘水,4173
曲靖,红河,3262
玉溪,昆明,21615
玉溪,红河,5259
玉溪,普洱,2313
保山,昆明,7805
保山,德宏,7085
保山,大理,4658
昭通,昆明,20844
昭通,凉山,7562
昭通,宜宾,6895
丽江,武汉,12792
丽江,大理,8980
丽江,昆明,7365
普洱,昆明,7445
普洱,西双版纳,6892
普洱,长沙,2810
临沧,昆明,5000
临沧,大理,3553
临沧,保山,2365
德宏,保山,6738
德宏,昆明,4411
德宏,大理,1421
怒江,大理,1967
怒江,昆明,1191
怒江,保山,912
迪庆,丽江,3086
迪庆,大理,1200
迪庆,昆明,1036
大理,昆明,25447
大理,丽江,11204
大理,广州,6675
楚雄,昆明,20285
楚雄,大理,5039
楚雄,武汉,1906
红河,昆明,20792
红河,文山,5895
红河,玉溪,4852
文山,昆明,10992
文山,红河,6603
文山,百色,5355
西双版纳,昆明,8076
西双版纳,普洱,5863
西双版纳,长沙,4062
拉萨,成都,14803
拉萨,林芝,3812
拉萨,日喀则,2566
昌都,林芝,2139
昌都,拉萨,1761
昌都,甘孜,731
日喀则,拉萨,3912
日喀则,成都,1727
日喀则,阿里,361
山南,成都,7867
山南,拉萨,2893
山南,昆明,1563
那曲,拉萨,3723
那曲,兰州,376
那曲,昌都,160
阿里,拉萨,349
阿里,山南,221
阿里,日喀则,80
林芝,拉萨,6585
林芝,咸阳,1541
林芝,西安,937
西安,咸阳,88747
西安,深圳,43567
西安,渭南,40797
宝鸡,西安,22574
宝鸡,咸阳,7940
宝鸡,上海,4171
咸阳,西安,83264
咸阳,深圳,27036
咸阳,广州,19722
渭南,西安,42074
渭南,咸阳,5066
渭南,苏州,3533
铜川,西安,6308
铜川,渭南,1869
铜川,咸阳,1530
延安,西安,16852
延安,榆林,6621
延安,咸阳,2012
榆林,西安,15269
榆林,鄂尔多斯,11620
榆林,延安,7137
安康,西安,10897
安康,成都,2560
安康,汉中,2146
汉中,西安,12108
汉中,上海,3956
汉中,北京,3690
商洛,西安,14177
商洛,咸阳,1547
商洛,深圳,1459
兰州,青岛,16683
兰州,北京,16392
兰州,南京,15236
嘉峪关,酒泉,5223
嘉峪关,乌鲁木齐,4507
嘉峪关,兰州,2932
金昌,巴州,5256
金昌,乌鲁木齐,3671
金昌,兰州,2912
白银,兰州,11708
白银,北京,1806
白银,南京,1661
天水,兰州,12763
天水,酒泉,6620
天水,西安,5389
酒泉,乌鲁木齐,14765
酒泉,兰州,8232
酒泉,嘉峪关,5372
张掖,乌鲁木齐,17832
张掖,兰州,8532
张掖,哈密,6200
武威,乌鲁木齐,13445
武威,兰州,9703
武威,哈密,9563
定西,兰州,16072
定西,哈密,5441
定西,酒泉,5027
陇南,兰州,7590
陇南,哈密,7289
陇南,深圳,4955
平凉,兰州,6626
平凉,西安,2902
平凉,固原,1946
庆阳,兰州,4015
庆阳,西安,3681
庆阳,广州,1972
临夏,兰州,8395
临夏,定西,3146
临夏,甘南,2274
甘南,兰州,3059
甘南,临夏,1316
甘南,北京,1009
西宁,海东,18569
西宁,北京,11784
西宁,乌鲁木齐,9477
海东,西宁,17919
海东,乌鲁木齐,4412
海东,兰州,3043
海北,西宁,3307
海北,海西州,1088
海北,乌鲁木齐,425
黄南州,西宁,1710
黄南州,海东,1444
黄南州,海南州,403
海南州,西宁,4092
海南州,海西州,1012
海南州,果洛,423
果洛,海西州,931
果洛,西宁,735
果洛,玉树州,273
玉树州,拉萨,2000
玉树州,西宁,1383
玉树州,果洛,481
海西州,西宁,6638
海西州,拉萨,5791
海西州,咸阳,1908
银川,吴忠,17016
银川,石嘴山,10456
银川,中卫,6693
石嘴山,银川,10772
石嘴山,沈阳,1572
石嘴山,乌海,1081
吴忠,银川,22625
吴忠,中卫,5235
吴忠,榆林,2065
固原,银川,11973
固原,中卫,2920
固原,吴忠,1774
中卫,银川,11868
中卫,吴忠,5313
中卫,固原,2974
乌鲁木齐,昌吉,25126
乌鲁木齐,喀什,23673
乌鲁木齐,和田,14534
克拉玛依,乌鲁木齐,3589
克拉玛依,塔城,2541
克拉玛依,伊犁,2393
吐鲁番,乌鲁木齐,8540
吐鲁番,喀什,4566
吐鲁番,阿克苏,4440
哈密,乌鲁木齐,12027
哈密,兰州,4283
哈密,阿克苏,4068
昌吉,乌鲁木齐,23197
昌吉,石河子,3865
昌吉,五家渠,1990
博州,乌鲁木齐,3696
博州,双河,1510
博州,伊犁,1124
巴州,乌鲁木齐,8084
巴州,喀什,6081
巴州,阿克苏,5650
阿克苏,乌鲁木齐,9342
阿克苏,阿拉尔,5668
阿克苏,喀什,5369
克州,乌鲁木齐,5797
克州,喀什,3900
克州,阿克苏,730
喀什,乌鲁木齐,30401
喀什,克州,3532
喀什,阿克苏,3060
和田,乌鲁木齐,8860
和田,喀什,2654
和田,杭州,1737
伊犁,乌鲁木齐,9608
伊犁,可克达拉,3371
伊犁,塔城,3238
塔城,乌鲁木齐,6000
塔城,石河子,3864
塔城,伊犁,3326
阿勒泰,北屯,2516
阿勒泰,乌鲁木齐,1619
阿勒泰,昌吉,593
石河子,塔城,4216
石河子,昌吉,3646
石河子,乌鲁木齐,3592
阿拉尔,阿克苏,3709
阿拉尔,和田,560
阿拉尔,乌鲁木齐,501
图木舒克,喀什,1021
图木舒克,乌鲁木齐,574
图木舒克,阿克苏,438
五家渠,乌鲁木齐,3501
五家渠,昌吉,1981
五家渠,上海,224
香港,上海,35068
香港,深圳,33515
香港,成都,8111
台湾,烟台,1852
台湾,上海,1807
台湾,青岛,1509
